0 0 nan
0 1 nan
0 2 nan
0 3 nan
0 4 nan
0 5 nan
0 6 nan
0 7 nan
0 8 nan
0 9 nan
0 10 nan
0 11 nan
0 12 nan
0 13 nan
0 14 nan
0 15 nan
0 16 nan
0 17 nan
0 18 nan
0 19 nan
0 20 nan
0 21 nan
0 22 nan
0 23 nan
0 24 nan
0 25 nan
0 26 nan
0 27 nan
0 28 nan
0 29 nan

1 0 nan
1 1 nan
1 2 nan
1 3 nan
1 4 nan
1 5 nan
1 6 nan
1 7 nan
1 8 nan
1 9 nan
1 10 nan
1 11 nan
1 12 nan
1 13 nan
1 14 nan
1 15 nan
1 16 nan
1 17 nan
1 18 nan
1 19 nan
1 20 nan
1 21 nan
1 22 nan
1 23 nan
1 24 nan
1 25 nan
1 26 nan
1 27 nan
1 28 nan
1 29 nan

2 0 nan
2 1 nan
2 2 nan
2 3 nan
2 4 nan
2 5 nan
2 6 nan
2 7 nan
2 8 nan
2 9 nan
2 10 nan
2 11 nan
2 12 nan
2 13 nan
2 14 nan
2 15 nan
2 16 nan
2 17 nan
2 18 nan
2 19 nan
2 20 nan
2 21 nan
2 22 nan
2 23 nan
2 24 nan
2 25 nan
2 26 nan
2 27 nan
2 28 nan
2 29 nan

3 0 nan
3 1 nan
3 2 nan
3 3 nan
3 4 nan
3 5 nan
3 6 nan
3 7 nan
3 8 nan
3 9 nan
3 10 nan
3 11 nan
3 12 nan
3 13 nan
3 14 nan
3 15 nan
3 16 nan
3 17 nan
3 18 nan
3 19 nan
3 20 nan
3 21 nan
3 22 nan
3 23 nan
3 24 nan
3 25 nan
3 26 nan
3 27 nan
3 28 nan
3 29 nan

4 0 nan
4 1 nan
4 2 nan
4 3 nan
4 4 nan
4 5 nan
4 6 nan
4 7 nan
4 8 nan
4 9 nan
4 10 nan
4 11 nan
4 12 nan
4 13 nan
4 14 nan
4 15 nan
4 16 nan
4 17 nan
4 18 nan
4 19 nan
4 20 nan
4 21 nan
4 22 nan
4 23 nan
4 24 nan
4 25 nan
4 26 nan
4 27 nan
4 28 nan
4 29 nan

5 0 nan
5 1 nan
5 2 nan
5 3 nan
5 4 nan
5 5 nan
5 6 nan
5 7 nan
5 8 nan
5 9 nan
5 10 nan
5 11 nan
5 12 nan
5 13 nan
5 14 nan
5 15 nan
5 16 nan
5 17 nan
5 18 nan
5 19 nan
5 20 nan
5 21 nan
5 22 nan
5 23 nan
5 24 nan
5 25 nan
5 26 nan
5 27 nan
5 28 nan
5 29 nan

6 0 nan
6 1 nan
6 2 nan
6 3 nan
6 4 nan
6 5 nan
6 6 nan
6 7 nan
6 8 nan
6 9 nan
6 10 nan
6 11 nan
6 12 nan
6 13 nan
6 14 nan
6 15 nan
6 16 nan
6 17 nan
6 18 nan
6 19 nan
6 20 nan
6 21 nan
6 22 nan
6 23 nan
6 24 nan
6 25 nan
6 26 nan
6 27 nan
6 28 nan
6 29 nan

7 0 nan
7 1 nan
7 2 nan
7 3 nan
7 4 nan
7 5 nan
7 6 nan
7 7 nan
7 8 nan
7 9 nan
7 10 nan
7 11 nan
7 12 nan
7 13 nan
7 14 nan
7 15 nan
7 16 nan
7 17 nan
7 18 nan
7 19 nan
7 20 nan
7 21 nan
7 22 nan
7 23 nan
7 24 nan
7 25 nan
7 26 nan
7 27 nan
7 28 nan
7 29 nan

8 0 nan
8 1 nan
8 2 nan
8 3 nan
8 4 nan
8 5 nan
8 6 nan
8 7 nan
8 8 nan
8 9 nan
8 10 nan
8 11 nan
8 12 nan
8 13 nan
8 14 nan
8 15 nan
8 16 nan
8 17 nan
8 18 nan
8 19 nan
8 20 nan
8 21 nan
8 22 nan
8 23 nan
8 24 nan
8 25 nan
8 26 nan
8 27 nan
8 28 nan
8 29 nan

9 0 nan
9 1 nan
9 2 nan
9 3 nan
9 4 nan
9 5 nan
9 6 nan
9 7 nan
9 8 nan
9 9 nan
9 10 nan
9 11 nan
9 12 nan
9 13 nan
9 14 nan
9 15 nan
9 16 nan
9 17 nan
9 18 nan
9 19 nan
9 20 nan
9 21 nan
9 22 nan
9 23 nan
9 24 nan
9 25 nan
9 26 nan
9 27 nan
9 28 nan
9 29 nan

10 0 nan
10 1 nan
10 2 nan
10 3 nan
10 4 nan
10 5 nan
10 6 nan
10 7 nan
10 8 nan
10 9 nan
10 10 nan
10 11 nan
10 12 nan
10 13 nan
10 14 nan
10 15 nan
10 16 nan
10 17 nan
10 18 nan
10 19 nan
10 20 nan
10 21 nan
10 22 nan
10 23 nan
10 24 nan
10 25 nan
10 26 nan
10 27 nan
10 28 nan
10 29 nan

11 0 nan
11 1 nan
11 2 nan
11 3 nan
11 4 nan
11 5 nan
11 6 nan
11 7 nan
11 8 nan
11 9 nan
11 10 nan
11 11 nan
11 12 nan
11 13 nan
11 14 nan
11 15 nan
11 16 nan
11 17 nan
11 18 nan
11 19 nan
11 20 nan
11 21 nan
11 22 nan
11 23 nan
11 24 nan
11 25 nan
11 26 nan
